Log Timestamp,Event Timestamp,Node Name,Msg Length,Delay,Bandwidth
1677909006.810672,1677909006.804321,node2,272,0.006350994110107422,42827.94083639913
1677909006.8109329,1677909006.802507,node2,704,0.00842595100402832,83551.39967742849
1677909006.8111732,1677909006.810641,node1,272,0.0005321502685546875,511133.82078853046
1677909006.8113668,1677909006.802527,node1,704,0.008839845657348633,79639.399519918
1677909006.81139,1677909006.810641,node3,272,0.0007488727569580078,363212.5717924228
1677909006.8114638,1677909006.8025222,node3,712,0.008941650390625,79627.35836177475
1677909007.07441,1677909007.0730119,node2,712,0.0013980865478515625,509267.4706684857
1677909007.554455,1677909007.552495,node3,704,0.0019600391387939453,359176.5011555772
1677909007.972588,1677909007.9694731,node3,712,0.003114938735961914,228575.92407194796
1677909008.560529,1677909008.5591319,node3,712,0.0013971328735351562,509615.09351535834
1677909008.925385,1677909008.924738,node3,704,0.0006470680236816406,1087984.5305821665
1677909008.92828,1677909008.9279191,node1,712,0.0003609657287597656,1972486.4253632762
1677909009.476328,1677909009.4751942,node1,712,0.0011336803436279297,628042.996424816
1677909009.4840162,1677909009.483256,node3,704,0.0007600784301757812,926220.2057716437
1677909009.942102,1677909009.9408078,node3,712,0.0012941360473632812,550173.9955784819
1677909010.1485078,1677909010.147006,node1,704,0.0015017986297607422,468771.2360692173
1677909010.4674401,1677909010.463491,node2,704,0.003949165344238281,178265.5165418981
1677909010.93106,1677909010.9300559,node3,712,0.0010042190551757812,709008.65337132
1677909011.135175,1677909011.134005,node3,704,0.0011699199676513672,601750.5636845323
1677909011.16685,1677909011.166538,node2,704,0.0003120899200439453,2255760.1344537814
1677909011.615384,1677909011.614244,node3,704,0.0011401176452636719,617480.1371810958
1677909012.5277069,1677909012.52734,node2,696,0.0003669261932373047,1896839.2358674463
1677909012.89795,1677909012.897381,node3,704,0.0005688667297363281,1237548.204526404
1677909013.0220082,1677909013.019768,node3,704,0.0022401809692382812,314260.325244785
1677909013.578279,1677909013.576857,node2,704,0.0014219284057617188,495102.2830315225
1677909013.641823,1677909013.6411252,node2,712,0.0006978511810302734,1020274.8370345064
1677909013.990477,1677909013.989204,node3,704,0.0012731552124023438,552956.931835206
1677909014.3104188,1677909014.30916,node3,696,0.00125885009765625,552885.5272727272
1677909014.459014,1677909014.458467,node3,704,0.0005469322204589844,1287179.6059285093
1677909014.4714491,1677909014.4708889,node2,712,0.0005602836608886719,1270784.8714893616
1677909014.778381,1677909014.778024,node3,704,0.0003571510314941406,1971154.8838451267
1677909014.914217,1677909014.91184,node1,696,0.002377033233642578,292801.96429287863
1677909015.01224,1677909015.010821,node1,704,0.0014188289642333984,496183.83733826247
1677909015.35643,1677909015.35519,node3,696,0.0012400150299072266,561283.5193232071
1677909015.689711,1677909015.688499,node1,704,0.0012121200561523438,580800.5538945713
1677909016.554761,1677909016.553431,node3,704,0.0013298988342285156,529363.5740408748
1677909017.182525,1677909017.18172,node3,696,0.000804901123046875,864702.4834123222
1677909017.282182,1677909017.281009,node2,704,0.0011730194091796875,600160.5723577236
1677909017.3034182,1677909017.30287,node2,696,0.0005481243133544922,1269784.9430187037
1677909017.995466,1677909017.994167,node3,704,0.0012989044189453125,541995.2305433187
1677909018.153108,1677909018.151836,node2,704,0.001271963119506836,553475.1670103093
1677909018.8812501,1677909018.880791,node2,704,0.0004591941833496094,1533120.4652128764
1677909019.147014,1677909019.145719,node1,704,0.001294851303100586,543691.7724176026
1677909019.439708,1677909019.43839,node2,696,0.0013179779052734375,528081.6903039074
1677909019.644917,1677909019.6306791,node3,712,0.01423788070678711,50007.44244616364
1677909019.894325,1677909019.8930008,node2,712,0.0013241767883300781,537692.5545552755
1677909020.226938,1677909020.2256992,node2,712,0.0012388229370117188,574739.116243264
1677909020.798364,1677909020.7979891,node3,712,0.00037479400634765625,1899710.2086513995
1677909020.955976,1677909020.955499,node3,704,0.00047707557678222656,1475657.1794102949
1677909021.00301,1677909021.0023339,node2,712,0.0006761550903320312,1053012.8519040903
1677909021.010674,1677909021.010185,node3,704,0.0004889965057373047,1439683.0892247683
1677909021.423806,1677909021.422417,node2,704,0.0013890266418457031,506829.7315482321
1677909022.0455942,1677909022.0442188,node3,712,0.001375436782836914,517653.74380308547
1677909022.340111,1677909022.338881,node2,704,0.001230001449584961,572357.0490405117
1677909022.564521,1677909022.5634098,node3,712,0.0011112689971923828,640708.9568762068
1677909022.645681,1677909022.644462,node3,704,0.0012187957763671875,577619.3302034428
1677909023.140367,1677909023.139137,node2,704,0.001230001449584961,572357.0490405117
1677909023.261121,1677909023.259895,node3,704,0.0012259483337402344,574249.3224426294
1677909024.014097,1677909024.012882,node3,704,0.0012149810791015625,579432.8916797488
1677909024.5861518,1677909024.5849128,node1,712,0.0012390613555908203,574628.5256878969
1677909024.689698,1677909024.688402,node2,704,0.0012960433959960938,543191.6880058867
1677909025.3732018,1677909025.37209,node3,696,0.001111745834350586,626042.372721424
1677909025.585928,1677909025.584756,node2,704,0.0011720657348632812,600648.9048006509
1677909025.8538299,1677909025.853424,node3,704,0.0004057884216308594,1734894.25146886
1677909025.881259,1677909025.880804,node3,704,0.00045490264892578125,1547583.8658280922
1677909026.0398872,1677909026.0385962,node2,712,0.001291036605834961,551494.8195752539
1677909026.112454,1677909026.111261,node3,704,0.0011930465698242188,590085.934452438
1677909026.163506,1677909026.16316,node3,696,0.0003459453582763672,2011878.4176430048
1677909026.650325,1677909026.649157,node2,704,0.0011680126190185547,602733.2141253317
1677909026.657022,1677909026.656469,node3,704,0.0005528926849365234,1273303.1548081068
1677909026.7565708,1677909026.7558882,node3,712,0.0006825923919677734,1043082.2382116661
1677909026.883121,1677909026.881648,node3,704,0.0014729499816894531,477952.4143735837
1677909027.126497,1677909027.1258528,node3,712,0.0006442070007324219,1105234.8068097706
1677909027.3216698,1677909027.321331,node2,704,0.0003387928009033203,2077966.2322308233
1677909027.600501,1677909027.600245,node1,704,0.0002560615539550781,2749338.934823091
1677909027.877128,1677909027.8767,node3,688,0.0004279613494873047,1607621.8116991643
1677909027.969574,1677909027.95582,node2,696,0.013753890991210938,50603.86187768687
1677909028.2380512,1677909028.237816,node2,704,0.00023508071899414062,2994716.0405679513
1677909029.244512,1677909029.243256,node3,704,0.0012559890747070312,560514.4297646165
1677909029.705916,1677909029.704618,node3,704,0.0012979507446289062,542393.4636296841
1677909029.951645,1677909029.95103,node3,696,0.0006148815155029297,1131925.3912369136
1677909030.161429,1677909030.1596391,node2,712,0.0017898082733154297,397807.972292527
1677909030.177011,1677909030.176407,node3,704,0.0006039142608642578,1165728.3916304777
1677909030.662416,1677909030.66104,node2,696,0.0013759136199951172,505845.70854271355
1677909030.789044,1677909030.788784,node3,704,0.0002598762512207031,2708981.666055046
1677909031.511307,1677909031.5095198,node3,712,0.0017871856689453125,398391.73532550695
1677909031.511842,1677909031.510792,node1,704,0.0010499954223632812,670479.1135331517
1677909031.631327,1677909031.6307762,node3,712,0.0005507469177246094,1292789.8043290044
1677909032.178438,1677909032.1771111,node2,712,0.0013267993927001953,536629.7300988319
1677909032.264909,1677909032.2641559,node3,712,0.0007531642913818359,945344.8711617601
1677909033.088466,1677909033.086114,node3,704,0.002351999282836914,299319.8191586417
1677909033.80704,1677909033.806727,node2,704,0.00031304359436035156,2248888.0548362527
1677909034.580409,1677909034.579339,node3,704,0.0010700225830078125,657930.0392156863
1677909034.642582,1677909034.640974,node3,704,0.0016078948974609375,437839.5634638197
1677909034.648098,1677909034.647488,node3,704,0.0006098747253417969,1154335.42455043
1677909034.764999,1677909034.7527628,node3,712,0.01223611831665039,58188.38798176221
1677909035.17035,1677909035.168522,node2,704,0.0018281936645507812,385079.5534689619
1677909035.289459,1677909035.288971,node2,704,0.00048804283142089844,1442496.3439179286
1677909035.586035,1677909035.584872,node3,704,0.0011630058288574219,605328.0065600656
1677909035.704426,1677909035.7032268,node1,712,0.0011992454528808594,593706.6497017893
1677909035.7150521,1677909035.7134132,node2,712,0.0016388893127441406,434440.56560954324
1677909035.735884,1677909035.735283,node3,704,0.0006010532379150391,1171277.2772709243
1677909036.030046,1677909036.02882,node3,696,0.0012259483337402344,567723.7619603267
1677909036.12039,1677909036.118387,node3,704,0.0020029544830322266,351480.77800261875
1677909036.228564,1677909036.226534,node3,704,0.0020301342010498047,346775.10463887255
1677909036.704693,1677909036.703446,node3,704,0.0012471675872802734,564479.0701586695
1677909037.174309,1677909037.1729941,node3,712,0.0013148784637451172,541494.9135086129
1677909037.626132,1677909037.624856,node1,704,0.0012760162353515625,551717.1180866966
1677909037.738346,1677909037.7371368,node3,712,0.001209259033203125,588790.3091482649
1677909038.0015821,1677909037.999451,node2,704,0.002131223678588867,330326.6602528247
1677909038.237055,1677909038.2359822,node3,712,0.0010728836059570312,663632.0995555555
1677909038.386827,1677909038.385692,node2,704,0.001135110855102539,620203.7420709935
1677909039.319584,1677909039.318499,node3,704,0.0010848045349121094,648964.8386813187
1677909039.3215759,1677909039.320286,node3,704,0.0012898445129394531,545802.2210720887
1677909039.577613,1677909039.576515,node2,704,0.0010981559753417969,641074.6886669561
1677909039.916589,1677909039.9152498,node3,712,0.0013391971588134766,531661.8209008367
1677909039.936001,1677909039.9343581,node3,712,0.0016429424285888672,433368.80684951384
1677909040.19262,1677909040.191492,node3,704,0.0011279582977294922,624136.5495666878
1677909040.536711,1677909040.5349288,node2,712,0.0017821788787841797,399510.9629431438
1677909041.0114748,1677909041.0104032,node3,712,0.0010716915130615234,664370.2887652948
1677909041.037591,1677909041.0363562,node3,712,0.0012347698211669922,576625.6899015254
1677909041.1242082,1677909041.122901,node3,704,0.0013072490692138672,538535.476199161
1677909041.210926,1677909041.209766,node2,704,0.0011601448059082031,606820.8006576244
1677909041.436151,1677909041.434977,node3,704,0.0011739730834960938,599673.0333062551
1677909041.527966,1677909041.526473,node3,704,0.0014929771423339844,471541.0437559885
1677909041.68798,1677909041.673353,node3,704,0.01462697982788086,48130.23660961695
1677909042.4373162,1677909042.435337,node3,704,0.0019791126251220703,355714.9760269847
1677909042.5772061,1677909042.575228,node3,704,0.001978158950805664,355886.4669157527
1677909042.598221,1677909042.597444,node3,704,0.0007770061492919922,906041.7355016876
1677909043.081126,1677909043.080491,node3,704,0.0006349086761474609,1108820.8847164852
1677909043.478303,1677909043.477141,node1,704,0.0011620521545410156,605824.7878539187
1677909043.4934962,1677909043.492467,node2,704,0.0010292530059814453,683991.2012971971
1677909044.716598,1677909044.715461,node3,704,0.0011370182037353516,619163.3499685469
1677909044.822981,1677909044.8221009,node3,712,0.0008802413940429688,808869.0270855904
1677909044.93365,1677909044.932456,node2,704,0.001194000244140625,589614.6198083067
1677909045.113364,1677909045.112309,node3,704,0.001055002212524414,667297.1787570622
1677909045.126475,1677909045.1252952,node2,712,0.0011799335479736328,603423.8124873711
1677909045.9891589,1677909045.988078,node3,704,0.0010807514190673828,651398.6357820428
1677909046.578809,1677909046.5738409,node3,712,0.004968166351318359,143312.43151933968
1677909046.611614,1677909046.610453,node2,704,0.0011610984802246094,606322.3852156057
1677909047.843331,1677909047.841654,node3,704,0.0016770362854003906,419788.174011942
1677909048.257355,1677909048.256709,node2,704,0.0006458759307861328,1089992.623108158
1677909048.3166568,1677909048.315,node3,680,0.0016567707061767578,410437.00100733916
1677909048.629826,1677909048.628617,node2,704,0.0012090206146240234,582289.4924078091
1677909049.004642,1677909049.001222,node3,704,0.003420114517211914,205841.06071802022
1677909049.116101,1677909049.115726,node2,704,0.0003750324249267578,1877171.020979021
1677909049.303115,1677909049.3026829,node2,712,0.00043201446533203125,1648092.9624724062
1677909049.460546,1677909049.459567,node3,704,0.0009789466857910156,719140.2864101315
1677909050.215938,1677909050.2147388,node3,712,0.0011992454528808594,593706.6497017893
1677909050.34673,1677909050.3457432,node3,712,0.0009868144989013672,721513.5172747041
1677909051.9409761,1677909051.939774,node3,704,0.0012021064758300781,585638.6386354621
1677909051.971841,1677909051.971282,node3,704,0.0005590915679931641,1259185.5078891257
1677909052.64575,1677909052.643175,node1,704,0.0025751590728759766,273381.1698916767
1677909052.8780181,1677909052.87674,node1,696,0.0012781620025634766,544531.9127028539
1677909052.935217,1677909052.934487,node3,704,0.0007297992706298828,964648.8128062724
1677909053.14062,1677909053.13989,node2,696,0.0007300376892089844,953375.4356629654
1677909053.636579,1677909053.6357539,node3,712,0.0008251667022705078,862855.9514591158
1677909053.6439512,1677909053.643512,node3,704,0.0004391670227050781,1603034.753528773
1677909053.709005,1677909053.7086039,node3,712,0.0004012584686279297,1774417.3784907903
1677909053.7351098,1677909053.734378,node2,704,0.0007317066192626953,962134.2508960573
1677909054.109306,1677909054.108337,node3,704,0.0009691715240478516,726393.6078720788
1677909054.4482691,1677909054.446532,node2,704,0.0017371177673339844,405269.0112544606
1677909054.963018,1677909054.961864,node3,704,0.0011539459228515625,610080.5818181818
