Log Timestamp,Event Timestamp,Node Name,Msg Length,Delay,Bandwidth
1678034749.513577,1678034749.513117,node2,272,0.00045990943908691406,591420.7817522032
1678034749.513818,1678034749.499085,node2,704,0.014733076095581055,47783.639711950804
1678034749.513837,1678034749.509576,node1,272,0.004261016845703125,63834.528200537155
1678034749.51386,1678034749.498697,node1,704,0.015162944793701172,46428.976005534765
1678034749.514028,1678034749.513131,node3,272,0.0008971691131591797,303175.84055275045
1678034749.5140831,1678034749.4988,node3,688,0.01528310775756836,45017.02212099466
1678034749.7838762,1678034749.7823071,node1,712,0.0015690326690673828,453782.7758699286
1678034749.829663,1678034749.829151,node3,704,0.0005121231079101562,1374669.4674115456
1678034749.884985,1678034749.884275,node3,704,0.0007100105285644531,991534.592343855
1678034749.918307,1678034749.91754,node1,696,0.0007669925689697266,907440.3431768728
1678034750.093282,1678034750.092534,node1,704,0.0007479190826416016,941278.2964615875
1678034750.168653,1678034750.1683772,node1,712,0.0002758502960205078,2581110.153846154
1678034750.4115598,1678034750.4107661,node1,712,0.0007936954498291016,897069.5247822169
1678034751.184779,1678034751.184169,node3,704,0.0006098747253417969,1154335.42455043
1678034751.93887,1678034751.936478,node2,704,0.0023920536041259766,294307.7859065085
1678034752.024341,1678034752.0235891,node3,712,0.0007519721984863281,946843.5155358275
1678034752.290923,1678034752.2902431,node2,712,0.0006799697875976562,1047105.3464235624
1678034752.851285,1678034752.849694,node1,704,0.0015909671783447266,442498.1291772816
1678034752.9477708,1678034752.9464378,node2,712,0.001332998275756836,534134.224289036
1678034753.153347,1678034753.152899,node1,704,0.00044798851013183594,1571468.8749334752
1678034753.314622,1678034753.3139641,node1,712,0.0006577968597412109,1082401.0322580645
1678034753.4816582,1678034753.478688,node3,704,0.0029702186584472656,237019.58709263123
1678034753.605078,1678034753.604419,node2,704,0.0006589889526367188,1068303.1895803183
1678034753.608153,1678034753.6069288,node3,712,0.0012242794036865234,581566.5916260955
1678034754.067659,1678034754.066397,node2,704,0.0012619495391845703,557866.9971660684
1678034754.1780171,1678034754.1767712,node3,712,0.0012459754943847656,571439.8101798699
1678034754.355149,1678034754.3545868,node3,712,0.0005621910095214844,1266473.4724342662
1678034754.47253,1678034754.47192,node3,696,0.0006098747253417969,1141217.976544175
1678034754.800183,1678034754.79987,node1,696,0.00031304359436035156,2223332.508758568
1678034754.987374,1678034754.987085,node1,704,0.00028896331787109375,2436295.392739274
1678034755.121561,1678034755.1212869,node3,712,0.0002741813659667969,2596821.2591304346
1678034755.378651,1678034755.377913,node3,704,0.0007379055023193359,954051.7014539579
1678034755.961069,1678034755.960418,node3,704,0.0006511211395263672,1081212.0161113145
1678034756.372889,1678034756.371805,node3,704,0.0010840892791748047,649393.0098966352
1678034756.45033,1678034756.449121,node3,704,0.0012090206146240234,582289.4924078091
1678034756.628323,1678034756.62779,node1,696,0.0005331039428710938,1305561.5313059033
1678034756.777128,1678034756.776819,node3,704,0.000308990478515625,2278387.358024691
1678034757.143577,1678034757.1431198,node2,712,0.0004572868347167969,1557009.6183524504
1678034758.046006,1678034758.044922,node2,704,0.0010838508605957031,649535.859216894
1678034758.99447,1678034758.994095,node3,704,0.00037479400634765625,1878365.1501272265
1678034759.3766348,1678034759.375179,node2,704,0.0014557838439941406,483588.27644939406
1678034759.5877178,1678034759.586645,node1,704,0.0010728836059570312,656175.5591111111
1678034759.727631,1678034759.7264278,node3,712,0.001203298568725586,591706.8452546067
1678034760.341077,1678034760.3406148,node1,712,0.0004622936248779297,1540146.6982980918
1678034760.5002408,1678034760.499976,node1,704,0.00026488304138183594,2657776.792079208
1678034760.5192618,1678034760.518789,node1,704,0.00047278404235839844,1489051.9495713566
1678034761.148871,1678034761.145358,node3,704,0.003512859344482422,200406.54377629972
1678034761.4770482,1678034761.4763541,node3,712,0.0006940364837646484,1025882.6684987977
1678034762.122992,1678034762.118818,node3,704,0.004173994064331055,168663.39270006283
1678034762.3628669,1678034762.361753,node2,704,0.0011138916015625,632018.4109589041
1678034762.547293,1678034762.5460029,node2,712,0.0012900829315185547,551902.5037885788
1678034762.619909,1678034762.618777,node3,704,0.0011320114135742188,621901.8567818028
1678034762.670562,1678034762.66877,node3,696,0.0017919540405273438,388402.8185204896
1678034762.9289448,1678034762.927736,node3,704,0.0012087821960449219,582404.3424063117
1678034762.97035,1678034762.969006,node1,704,0.0013439655303955078,523822.9583111584
1678034763.0303848,1678034763.029456,node2,704,0.0009288787841796875,757902.9815195072
1678034763.083664,1678034763.0824032,node1,712,0.0012607574462890625,564739.8729198185
1678034763.0893838,1678034763.088279,node3,704,0.0011048316955566406,637201.1255934398
1678034763.68632,1678034763.685054,node1,704,0.0012660026550292969,556080.9822975518
1678034764.1580958,1678034764.152831,node3,704,0.005264759063720703,133719.3196268454
1678034764.580713,1678034764.56556,node3,696,0.015152931213378906,45931.70721883064
1678034764.7144692,1678034764.7126641,node2,712,0.0018050670623779297,394445.17870822875
1678034764.789564,1678034764.7886,node3,688,0.0009639263153076172,713747.5023497402
1678034764.8864,1678034764.8851001,node3,712,0.0012998580932617188,547752.0997798973
1678034765.1824331,1678034765.1815958,node3,712,0.0008373260498046875,850325.8678815489
1678034765.556565,1678034765.556101,node2,704,0.0004639625549316406,1517363.8314491264
1678034765.667538,1678034765.666712,node3,704,0.0008258819580078125,852422.0600461893
1678034765.834641,1678034765.833579,node3,704,0.0010619163513183594,662952.4059272564
1678034766.345294,1678034766.344247,node3,704,0.001046895980834961,672464.1348212252
1678034766.45079,1678034766.447607,node3,704,0.0031828880310058594,221182.7727340824
1678034766.915802,1678034766.914649,node2,704,0.0011529922485351562,610585.1976840365
1678034767.40322,1678034767.4025059,node3,712,0.0007140636444091797,997109.9993322204
1678034767.4527109,1678034767.450824,node2,704,0.0018868446350097656,373109.6810715188
1678034768.011372,1678034768.009992,node3,704,0.0013802051544189453,510069.0993263085
1678034768.10765,1678034768.106656,node2,704,0.000993967056274414,708272.9709762533
1678034768.148454,1678034768.147823,node2,704,0.0006308555603027344,1115944.828420257
1678034768.5215518,1678034768.520627,node3,704,0.0009248256683349609,761224.5465326115
1678034768.9422562,1678034768.941015,node2,704,0.0012412071228027344,567189.7840952746
1678034769.301832,1678034769.300664,node1,704,0.0011680126190185547,602733.2141253317
1678034769.70942,1678034769.708823,node2,704,0.0005970001220703125,1179229.2396166134
1678034769.765725,1678034769.7628522,node1,712,0.0028727054595947266,247849.98323512325
1678034769.772875,1678034769.771192,node2,704,0.0016829967498779297,418301.46139679843
1678034770.680117,1678034770.6788821,node3,712,0.0012347698211669922,576625.6899015254
1678034771.1759849,1678034771.175276,node2,704,0.0007088184356689453,993202.1580894719
1678034771.198758,1678034771.198169,node3,704,0.0005888938903808594,1195461.5449392712
1678034771.983438,1678034771.981826,node3,704,0.001611948013305664,436738.65049548884
1678034772.1279092,1678034772.126657,node3,704,0.0012521743774414062,562222.0137090632
1678034772.365411,1678034772.3649259,node3,712,0.0004851818084716797,1467491.1292383291
