Log Timestamp,Event Timestamp,Node Name,Msg Length,Delay,Bandwidth
1678033625.133104,1678033625.132521,node1,272,0.0005831718444824219,466414.8356500409
1678033625.133354,1678033625.116342,node1,704,0.01701188087463379,41382.84327218197
1678033625.133704,1678033625.132559,node3,272,0.0011448860168457031,237578.23573511036
1678033625.13374,1678033625.132538,node2,272,0.0012018680572509766,226314.35984923627
1678033625.133771,1678033625.116241,node3,704,0.017529964447021484,40159.80763267416
1678033625.1337972,1678033625.116321,node2,704,0.01747608184814453,40283.62914051842
1678033625.34599,1678033625.344548,node3,704,0.00144195556640625,488225.8624338624
1678033625.591388,1678033625.590241,node3,704,0.0011470317840576172,613758.0577842444
1678033626.202838,1678033626.202262,node3,704,0.000576019287109375,1222181.298013245
1678033626.4157262,1678033626.414098,node2,704,0.0016281604766845703,432389.81051398447
1678033627.0534232,1678033627.052114,node2,704,0.0013091564178466797,537750.8679657622
1678033627.1317801,1678033627.130543,node2,704,0.0012371540069580078,569047.9892079398
1678033627.701586,1678033627.700298,node2,704,0.0012879371643066406,546610.5175860792
1678033628.7328131,1678033628.7315788,node3,712,0.001234292984008789,576848.454317172
1678033629.248348,1678033629.246868,node2,704,0.0014801025390625,475642.72164948453
1678033629.3642108,1678033629.353081,node3,704,0.01112985610961914,63253.2885480485
1678033629.77129,1678033629.770924,node3,704,0.00036597251892089844,1923641.7042345277
1678033630.0696619,1678033630.0680718,node1,712,0.0015900135040283203,447794.93897136004
1678033630.219606,1678033630.2182221,node3,712,0.0013837814331054688,514532.12405237765
1678033630.3662841,1678033630.364474,node2,704,0.0018100738525390625,388934.406743941
1678033630.482131,1678033630.480883,node3,704,0.0012481212615966797,564047.7585482331
1678033630.658546,1678033630.657669,node3,704,0.0008769035339355469,802824.9091897771
1678033630.827876,1678033630.826455,node3,704,0.0014209747314453125,495434.566442953
1678033631.439601,1678033631.4390888,node3,712,0.0005121231079101562,1390290.711359404
1678033632.057436,1678033632.05609,node2,696,0.0013458728790283203,517136.50735163863
1678033632.058507,1678033632.057712,node1,704,0.0007948875427246094,885659.8728254349
1678033632.150465,1678033632.1496918,node3,712,0.0007731914520263672,920858.602528523
1678033632.155422,1678033632.154891,node3,704,0.0005309581756591797,1325904.811854513
1678033632.226812,1678033632.224892,node3,704,0.0019199848175048828,366669.5661244257
1678033632.235021,1678033632.2345111,node3,712,0.0005099773406982422,1396140.461898083
1678033632.658313,1678033632.657193,node3,704,0.0011200904846191406,628520.65048957
1678033632.719421,1678033632.717935,node1,704,0.0014858245849609375,473810.9781771502
1678033633.251866,1678033633.2509131,node2,712,0.0009529590606689453,747146.4718538905
1678033633.433325,1678033633.43224,node2,696,0.001085042953491211,641449.2603823335
1678033634.4593081,1678033634.458045,node3,704,0.0012631416320800781,557340.5088712722
1678033634.630107,1678033634.629695,node3,704,0.0004119873046875,1708790.5185185184
1678033634.780292,1678033634.779894,node3,704,0.0003979206085205078,1769197.133612942
1678033635.105556,1678033635.1043022,node3,712,0.0012538433074951172,567854.0498193573
